,item_id,NP,Oblig,Error,ErType,ErType2,definiteness,ref,Hawkins,HeadN,Abstract,Rev_abstr,modif,Score,Target_the,Target_zero,NL_Korean,NL_Mandarin,NL_Russian,Ntype_plural,Ntype_sing,Synt_obj,Synt_predprop,Synt_sub
2690,2691,"However , the interface is not sophisticated as that of iPhone .",obl,correct,correct_the,correct_art,def,spec,situational,interface,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
2691,2692,"Moreover , the display speed is very slow so that I feel stress a little .",obl,correct,correct_the,correct_art,def,spec,situational,speed,concr,concr,no_mod,1,True,False,False,False,False,False,False,False,False,True
2692,2693,Amazon should design Kindle to show the progress status clearly when it takes several seconds to finish some operation .,obl,correct,correct_the,correct_art,def,nonspec,situational,status,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
2695,2696,And the day before ate a dinner but I ate two humburger late at night . .,obl_om,error,over_a,over,indef,spec,indef,dinner,concr,concr,no_mod,0,False,True,False,False,False,False,True,True,False,False
2698,2699,"Some people say that it 's not good to tell a lie even it has a reason to do it , others say that some times we need to lie to make people feel better .",obl,correct,correct_a,correct_art,indef,nonspec,indef,lie,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2699,2700,"Some people say that it 's not good to tell a lie even it has a reason to do it , others say that some times we need to lie to make people feel better .",obl,correct,correct_a,correct_art,indef,nonspec,indef,reason,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2701,2702,"Some people say that it 's not good to tell a lie even it has a reason to do it , others say that some times we need to lie to make people feel better .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
2703,2704,Reasons : Now my husband is working for schools as a Japanese teacher .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,schools,concr,concr,no_mod,1,False,True,False,False,False,True,False,True,False,False
2705,2706,"By writing his depressio journal , I would like depressive patients and their family to know about this disease and surely believe his or her recovery .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,patients,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
2710,2711,"There are five people here , uncle and aunt , uncle 's mother , cousin who is a man , cousin who is a single mother and has a baby .",obl,correct,correct_a,correct_art,indef,spec,indef,baby,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2712,2713,I have teaching a dance class every thursday . ( yesterday was thursday ),obl,correct,correct_a,correct_art,indef,spec,indef,class,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2714,2715,I was so rushing to go to a dance studio .,obl,error,sub_a_inst_the,error_art,indef,nonspec,indef,studio,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
2715,2716,"I run to a station , and I found it out when I took train .",obl,error,sub_a_inst_the,error_art,indef,spec,indef,station,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
2719,2720,so I took train wearing two different shoes .,obl,error,omit_the,omit,indef,spec,indef,train,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
2722,2723,I was standing by one foot on the train .,obl,correct,correct_the,correct_art,def,spec,situational,train,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
2723,2724,"when I got the studio , everybody laughed at me so hard .",obl,correct,correct_the,correct_art,def,spec,situational,studio,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
2731,2732,"Btw , I 'm going to buy a present for gift exchange party on Christmas but do n't know what to buy because the present is n't for someone special .",obl,correct,correct_a,correct_art,indef,nonspec,indef,present,abstr,abstr,no_mod,1,False,False,False,False,False,False,False,True,False,False
2732,2733,"Btw , I 'm going to buy a present for gift exchange party on Christmas but do n't know what to buy because the present is n't for someone special .",obl,error,omit_a,omit,indef,nonspec,indef,party,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
2733,2734,"Btw , I 'm going to buy a present for gift exchange party on Christmas but do n't know what to buy because the present is n't for someone special .",obl,correct,correct_the,correct_art,def,nonspec,situational,present,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,False,False,True
2737,2738,The site is really good because many people who learn second or third language in there and all of us help each other ; correct our each writing .,obl,correct,correct_the,correct_art,def,spec,anaphoric,site,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
2740,2741,"Until recent I had given up writing continuously several times , however the site is like a social community and I can visit there as possible I can .",obl,correct,correct_the,correct_art,def,spec,anaphoric,site,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
2742,2743,The article was about a girl who had New Zealand father and Japanese mother .,obl,correct,correct_the,correct_art,def,spec,anaphoric,article,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
2743,2744,The article was about a girl who had New Zealand father and Japanese mother .,obl,error,omit_a,omit,indef,spec,indef,father,concr,concr,mod,0,False,False,False,False,False,False,False,True,False,False
2746,2747,"After that I am thinking magazines are good for reading , but I can not afford to buy new magazines and I do not want to read old magazines from secondhand shops .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,magazines,concr,concr,no_mod,1,False,True,False,False,False,True,False,False,False,True
2747,2748,"After that I am thinking magazines are good for reading , but I can not afford to buy new magazines and I do not want to read old magazines from secondhand shops .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,magazines,concr,concr,mod,1,False,True,False,False,False,True,False,True,False,False
2748,2749,"After that I am thinking magazines are good for reading , but I can not afford to buy new magazines and I do not want to read old magazines from secondhand shops .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,magazines,concr,concr,mod,1,False,True,False,False,False,True,False,True,False,False
2749,2750,"After that I am thinking magazines are good for reading , but I can not afford to buy new magazines and I do not want to read old magazines from secondhand shops .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,shops,concr,concr,mod,1,False,True,False,False,False,False,False,True,False,False
2752,2753,"I like cooking more than anything else , but I 'm wondering deeply if I should go into the way of cooking . . .",obl,correct,correct_the,correct_art,def,nonspec,explanatory,way,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,True,False,False
2756,2757,"If we had a large garden , we could barbecue there .",obl,correct,correct_a,correct_art,indef,nonspec,indef,garden,concr,concr,mod,1,False,False,False,False,False,False,True,True,False,False
2758,2759,"If you were absent in the class , you would be yelled at by the teacher .",obl_om,error,over_the,over,def,nonspec,situational,class,concr,concr,no_mod,0,False,True,False,False,False,False,True,True,False,False
2759,2760,"If you had left a message on my phone , I would have called you back .",obl,correct,correct_a,correct_art,indef,nonspec,indef,message,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2760,2761,A : Why did you ride a bike to her home yesterday ?,obl,correct,correct_a,correct_art,indef,nonspec,indef,bike,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2761,2762,"B : If I had had a car , I would have gone there by a car .",obl,correct,correct_a,correct_art,indef,nonspec,indef,car,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2767,2768,if I send message to stranger like `` hello May I be one of your friend ? ``,obl,error,omit_a,omit,indef,nonspec,indef,message,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
2769,2770,I have n't ever approach to people so much .,obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,people,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
2771,2772,"Looking lang - 8 , there are various people .",obl_om,correct,correct_zero,correct_om,indef,spec,indef,people,concr,concr,mod,1,False,True,False,False,False,False,False,False,False,True
2774,2775,"Now , I have now created a document on a PC ! !",obl,correct,correct_a,correct_art,indef,nonspec,indef,document,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
2776,2777,Cappadocia is very interesting because there are many characteristic rocks .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,rocks,concr,concr,mod,1,False,True,False,False,False,False,False,False,False,True
2778,2779,I scaled rocks and scenery which I saw from the upper part of rocks is so beautiful and amazing .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,rocks,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
2779,2780,I scaled rocks and scenery which I saw from the upper part of rocks is so beautiful and amazing .,obl,error,omit_the,omit,indef,spec,indef,scenery,concr,concr,no_mod,0,True,False,False,False,False,False,False,False,False,True
2780,2781,I scaled rocks and scenery which I saw from the upper part of rocks is so beautiful and amazing .,obl,correct,correct_the,correct_art,def,spec,explanatory,part,abstr,abstr,mod,1,True,False,False,False,False,False,True,True,False,False
2781,2782,I was impressed with the beauty of nature .,obl,correct,correct_the,correct_art,def,spec,explanatory,beauty,concr,concr,no_mod,1,True,False,False,False,False,False,False,True,False,False
2782,2783,I found a difference of summer between Germany and Japan .,obl,correct,correct_a,correct_art,indef,spec,indef,difference,abstr,abstr,no_mod,1,False,False,False,False,False,False,False,True,False,False
2783,2784,I found a difference of summer between Germany and Japan .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,summer,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
2784,2785,"In Japan , we listen the buzzing of cicadas everytime and everywhere .",obl,correct,correct_the,correct_art,def,spec,explanatory,buzzing,concr,concr,no_mod,1,True,False,False,False,False,False,False,True,False,False
2788,2789,"I have to try to save on electricity this year , so I 'm going to buy a Japanese fan .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,electricity,concr,concr,no_mod,1,False,True,False,False,False,False,False,True,False,False
