item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
467,Today I saw a movie called Twilight .,Today I saw a movie - Twilight .,0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
468,Today I saw a movie called Twilight .,Today I saw a movie - Twilight .,4,movie,obl,error,a,omit_a,over,sing,obj,no_mod
469,And Bella is a strong girl .,And Bella was a strong girl .,5,girl,obl,correct,a,correct_a,correct_art,sing,pred/prop,mod
470,"""Yesterday , Japan 's national soccer team played against Australia .""","""Yesterday , Japan national soccer team played against Australia .""",1,Yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
471,"""Yesterday , Japan 's national soccer team played against Australia .""","""Yesterday , Japan national soccer team played against Australia .""",5,soccer,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
472,"""Five days ago , Japan played 120 minutes , including extra time , against South Korea , furthermore , the average height of the Australian team is taller than Japan .""","""Five days ago , Japan team played 120 minutes , including extra times , against South Korea , furthermore , the average of height of Australia team is taller than Japan .""",2,days,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
473,"""Five days ago , Japan played 120 minutes , including extra time , against South Korea , furthermore , the average height of the Australian team is taller than Japan .""","""Five days ago , Japan team played 120 minutes , including extra times , against South Korea , furthermore , the average of height of Australia team is taller than Japan .""",9,minutes,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
474,"""Five days ago , Japan played 120 minutes , including extra time , against South Korea , furthermore , the average height of the Australian team is taller than Japan .""","""Five days ago , Japan team played 120 minutes , including extra times , against South Korea , furthermore , the average of height of Australia team is taller than Japan .""",13,time,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
475,"""Five days ago , Japan played 120 minutes , including extra time , against South Korea , furthermore , the average height of the Australian team is taller than Japan .""","""Five days ago , Japan team played 120 minutes , including extra times , against South Korea , furthermore , the average of height of Australia team is taller than Japan .""",24,height,obl,error,the,omit_the,over,sing,sub,mod
476,"""Five days ago , Japan played 120 minutes , including extra time , against South Korea , furthermore , the average height of the Australian team is taller than Japan .""","""Five days ago , Japan team played 120 minutes , including extra times , against South Korea , furthermore , the average of height of Australia team is taller than Japan .""",27,team,obl,error,the,omit_the,over,sing,other,mod
477,So I thought most of the Japanese members would be tired and the game would be very hard for them .,So I thought most of the Japan members are tired and the game is very hard for Japan team .,7,members,obl,correct,the,correct_the,correct_art,plural,other,mod
478,So I thought most of the Japanese members would be tired and the game would be very hard for them .,So I thought most of the Japan members are tired and the game is very hard for Japan team .,12,game,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
479,The game went into extra time twice in a row in the semi - final game for Japan .,The game was into extra time two times in a row from semi - final game for Japan .,1,game,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
480,The game went into extra time twice in a row in the semi - final game for Japan .,The game was into extra time two times in a row from semi - final game for Japan .,5,time,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
481,The game went into extra time twice in a row in the semi - final game for Japan .,The game was into extra time two times in a row from semi - final game for Japan .,10,row,obl,correct,a,correct_a,correct_art,sing,other,no_mod
482,The game went into extra time twice in a row in the semi - final game for Japan .,The game was into extra time two times in a row from semi - final game for Japan .,12,semi,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
483,The game went into extra time twice in a row in the semi - final game for Japan .,The game was into extra time two times in a row from semi - final game for Japan .,15,game,obl,error,the,omit_the,over,sing,other,mod
484,"""However , at 110 minutes , Lee , who came off the bench , got the goal !""","""However , at 110 minute , Lee , who came off the bench , got the goal !""",13,bench,obl,correct,the,correct_the,correct_art,sing,other,no_mod
485,"""However , at 110 minutes , Lee , who came off the bench , got the goal !""","""However , at 110 minute , Lee , who came off the bench , got the goal !""",17,goal,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
486,"""Today , I went to the karaoke box with my son and neighbors .""","""Today , I went to a karaoke box with my son and naighbors .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
487,"""Today , I went to the karaoke box with my son and neighbors .""","""Today , I went to a karaoke box with my son and naighbors .""",7,karaoke,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
488,"""Today , I went to the karaoke box with my son and neighbors .""","""Today , I went to a karaoke box with my son and naighbors .""",8,box,obl,error,the,sub_a_inst_the,error_art,sing,other,no_mod
489,My favorite karaoke songs are by Seiko Matsuda .,My favorite karaoke songs are Seiko Matsuda 's .,2,karaoke,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
490,I had a relaxing time .,I had a relaxed time .,4,time,obl,correct,a,correct_a,correct_art,sing,obj,mod
491,Today I might fall asleep soon .,Today I might fall asleep soon .,0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
492,It is the season of cherry trees in Japan right now .,it is the season of cherry trees in japan now .,3,season,obl,correct,the,correct_the,correct_art,sing,pred/prop,no_mod
493,It is the season of cherry trees in Japan right now .,it is the season of cherry trees in japan now .,5,cherry,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
494,It is the season of cherry trees in Japan right now .,it is the season of cherry trees in japan now .,6,trees,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
495,Here are some reason why we love them .,there are some reason why we love it .,3,reason,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
496,The time from bloom to falling is very early .,the time from bloom to falling is very early .,1,time,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
497,The time from bloom to falling is very early .,the time from bloom to falling is very early .,3,bloom,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
498,The time from bloom to falling is very early .,the time from bloom to falling is very early .,5,falling,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
499,It is like a human life . ( tatemae ! ),it is like human life .,4,life,obl,error,a,omit_a,over,sing,pred/prop,mod
500,It is a lot of fun to drink while seeing them .,it is a lot of fun to drink seeing them .,3,lot,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
501,It is a lot of fun to drink while seeing them .,it is a lot of fun to drink seeing them .,5,fun,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
502,"""I had a headache , was tired , and had no appetite .""","""I 'm headache , tired and no appetite .""",3,headache,obl,error,a,omit_a,over,sing,obj,no_mod
503,"""I had a headache , was tired , and had no appetite .""","""I 'm headache , tired and no appetite .""",8,appetite,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
504,I slept all day until I had to work .,Sleeping all day untill I had to work .,2,day,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
505,"""The day before yesterday , I hung around with one of my Chinese friends .""","""The day before yesterday , I hanged around with one of the chines friends .""",2,day,obl,correct,the,correct_the,correct_art,sing,other,no_mod
506,"""The day before yesterday , I hung around with one of my Chinese friends .""","""The day before yesterday , I hanged around with one of the chines friends .""",4,yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
507,It was a rather high building .,it was rather high building .,4,building,obl,error,a,omit_a,over,sing,pred/prop,mod
